                                                                                                                                                                                                                                                                                                                                                                      
{'loss': 0.1659, 'grad_norm': 1.4087805142657537, 'learning_rate': 0.0, 'num_tokens': 6527.0, 'completions/mean_length': 21.4375, 'completions/min_length': 8.0, 'completions/max_length': 55.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 21.4375, 'completions/min_terminated_length': 8.0, 'completions/max_terminated_length': 55.0, 'rewards/capnav_reward/mean': 0.875, 'rewards/capnav_reward/std': 0.3415650427341461, 'reward': 0.875, 'reward_std': 0.34156501293182373, 'frac_reward_zero_std': 0.0, 'entropy': 0.08690047776326537, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.31119045591913, 'epoch': 0.0}
{'loss': -0.1246, 'grad_norm': 1.041240891444515, 'learning_rate': 1.3924050632911392e-06, 'num_tokens': 86432.0, 'completions/mean_length': 26.9375, 'completions/min_length': 7.0, 'completions/max_length': 41.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 26.9375, 'completions/min_terminated_length': 7.0, 'completions/max_terminated_length': 41.0, 'rewards/capnav_reward/mean': 0.75, 'rewards/capnav_reward/std': 0.394405335187912, 'reward': 0.75, 'reward_std': 0.3944053053855896, 'frac_reward_zero_std': 0.0, 'entropy': 0.031899306923151016, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.825033512199298, 'epoch': 0.0}
{'loss': 0.0579, 'grad_norm': 0.6084792374943168, 'learning_rate': 1.518987341772152e-06, 'num_tokens': 95422.0, 'completions/mean_length': 64.875, 'completions/min_length': 32.0, 'completions/max_length': 93.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 64.875, 'completions/min_terminated_length': 32.0, 'completions/max_terminated_length': 93.0, 'rewards/capnav_reward/mean': 0.6041666865348816, 'rewards/capnav_reward/std': 0.18130189180374146, 'reward': 0.6041666865348816, 'reward_std': 0.18130187690258026, 'frac_reward_zero_std': 0.0, 'entropy': 0.09619549009948969, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.49404911044985, 'epoch': 0.0}
{'loss': -0.1234, 'grad_norm': 0.554125322277839, 'learning_rate': 1.6455696202531647e-06, 'num_tokens': 102674.0, 'completions/mean_length': 36.75, 'completions/min_length': 8.0, 'completions/max_length': 65.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 36.75, 'completions/min_terminated_length': 8.0, 'completions/max_terminated_length': 65.0, 'rewards/capnav_reward/mean': 0.7291666865348816, 'rewards/capnav_reward/std': 0.3489401936531067, 'reward': 0.7291666865348816, 'reward_std': 0.3489401936531067, 'frac_reward_zero_std': 0.5, 'entropy': 0.09024115698412061, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.613706001080573, 'epoch': 0.0}
{'loss': 0.0725, 'grad_norm': 0.4025447722026494, 'learning_rate': 1.7721518987341774e-06, 'num_tokens': 110095.0, 'completions/mean_length': 44.8125, 'completions/min_length': 39.0, 'completions/max_length': 60.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 44.8125, 'completions/min_terminated_length': 39.0, 'completions/max_terminated_length': 60.0, 'rewards/capnav_reward/mean': 0.7916666865348816, 'rewards/capnav_reward/std': 0.2063797265291214, 'reward': 0.7916666865348816, 'reward_std': 0.2063797116279602, 'frac_reward_zero_std': 0.5, 'entropy': 0.016053740167990327, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.883305527968332, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.8987341772151901e-06, 'num_tokens': 117143.0, 'completions/mean_length': 25.0, 'completions/min_length': 19.0, 'completions/max_length': 31.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 25.0, 'completions/min_terminated_length': 19.0, 'completions/max_terminated_length': 31.0, 'rewards/capnav_reward/mean': 1.0, 'rewards/capnav_reward/std': 0.0, 'reward': 1.0, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.013327010674402118, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.259952635038644, 'epoch': 0.0}
{'loss': -0.0164, 'grad_norm': 0.6351812295869362, 'learning_rate': 2.0253164556962026e-06, 'num_tokens': 124588.0, 'completions/mean_length': 28.3125, 'completions/min_length': 14.0, 'completions/max_length': 40.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.3125, 'completions/min_terminated_length': 14.0, 'completions/max_terminated_length': 40.0, 'rewards/capnav_reward/mean': 0.625, 'rewards/capnav_reward/std': 0.3415650427341461, 'reward': 0.625, 'reward_std': 0.3415650427341461, 'frac_reward_zero_std': 0.5, 'entropy': 0.030820670071989298, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.046617009909824, 'epoch': 0.0}
{'loss': 0.3217, 'grad_norm': 1.4066894419801745, 'learning_rate': 2.1518987341772153e-06, 'num_tokens': 131279.0, 'completions/mean_length': 23.6875, 'completions/min_length': 16.0, 'completions/max_length': 50.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 23.6875, 'completions/min_terminated_length': 16.0, 'completions/max_terminated_length': 50.0, 'rewards/capnav_reward/mean': 0.8333333730697632, 'rewards/capnav_reward/std': 0.3651483952999115, 'reward': 0.8333333730697632, 'reward_std': 0.3651483952999115, 'frac_reward_zero_std': 0.0, 'entropy': 0.11955542303621769, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.108087938744575, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 2.278481012658228e-06, 'num_tokens': 137575.0, 'completions/mean_length': 25.5, 'completions/min_length': 15.0, 'completions/max_length': 36.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 25.5, 'completions/min_terminated_length': 15.0, 'completions/max_terminated_length': 36.0, 'rewards/capnav_reward/mean': 0.8333333730697632, 'rewards/capnav_reward/std': 0.17213258147239685, 'reward': 0.8333333730697632, 'reward_std': 0.17213258147239685, 'frac_reward_zero_std': 1.0, 'entropy': 0.02096625417470932, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.263232128228992, 'epoch': 0.0}
{'loss': 1.0744, 'grad_norm': 0.6115925140297013, 'learning_rate': 2.4050632911392408e-06, 'num_tokens': 145368.0, 'completions/mean_length': 91.5625, 'completions/min_length': 7.0, 'completions/max_length': 1024.0, 'completions/clipped_ratio': 0.0625, 'completions/mean_terminated_length': 29.400001525878906, 'completions/min_terminated_length': 7.0, 'completions/max_terminated_length': 45.0, 'rewards/capnav_reward/mean': 0.5416666865348816, 'rewards/capnav_reward/std': 0.2687419354915619, 'reward': 0.5416666865348816, 'reward_std': 0.2687419354915619, 'frac_reward_zero_std': 0.0, 'entropy': 0.34048076067119837, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 99.09908719011582, 'epoch': 0.0}
{'loss': 0.1172, 'grad_norm': 0.8337153602107611, 'learning_rate': 2.5316455696202535e-06, 'num_tokens': 153193.0, 'completions/mean_length': 45.5625, 'completions/min_length': 27.0, 'completions/max_length': 90.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 45.5625, 'completions/min_terminated_length': 27.0, 'completions/max_terminated_length': 90.0, 'rewards/capnav_reward/mean': 0.7361111640930176, 'rewards/capnav_reward/std': 0.2950204014778137, 'reward': 0.7361111640930176, 'reward_std': 0.29502037167549133, 'frac_reward_zero_std': 0.0, 'entropy': 0.07534715253859758, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.901978527894244, 'epoch': 0.0}
{'loss': 0.1649, 'grad_norm': 1.0544789294564636, 'learning_rate': 2.6582278481012658e-06, 'num_tokens': 160021.0, 'completions/mean_length': 18.75, 'completions/min_length': 17.0, 'completions/max_length': 37.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 18.75, 'completions/min_terminated_length': 17.0, 'completions/max_terminated_length': 37.0, 'rewards/capnav_reward/mean': 0.9583333730697632, 'rewards/capnav_reward/std': 0.1666666567325592, 'reward': 0.9583333730697632, 'reward_std': 0.1666666716337204, 'frac_reward_zero_std': 0.5, 'entropy': 0.05126687232404947, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.759552113944665, 'epoch': 0.0}
{'loss': 0.0916, 'grad_norm': 0.5390614459831022, 'learning_rate': 2.7848101265822785e-06, 'num_tokens': 167393.0, 'completions/mean_length': 33.75, 'completions/min_length': 21.0, 'completions/max_length': 44.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 33.75, 'completions/min_terminated_length': 21.0, 'completions/max_terminated_length': 44.0, 'rewards/capnav_reward/mean': 0.7916666865348816, 'rewards/capnav_reward/std': 0.2063797265291214, 'reward': 0.7916666865348816, 'reward_std': 0.2063797265291214, 'frac_reward_zero_std': 0.5, 'entropy': 0.017875697929412127, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.978616088163108, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 2.9113924050632912e-06, 'num_tokens': 175337.0, 'completions/mean_length': 54.5, 'completions/min_length': 40.0, 'completions/max_length': 57.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 54.5, 'completions/min_terminated_length': 40.0, 'completions/max_terminated_length': 57.0, 'rewards/capnav_reward/mean': 0.8333333730697632, 'rewards/capnav_reward/std': 0.17213258147239685, 'reward': 0.8333333730697632, 'reward_std': 0.17213258147239685, 'frac_reward_zero_std': 1.0, 'entropy': 0.023027845658361912, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.668317183852196, 'epoch': 0.0}
{'loss': -0.026, 'grad_norm': 0.94080574223324, 'learning_rate': 3.037974683544304e-06, 'num_tokens': 182150.0, 'completions/mean_length': 17.8125, 'completions/min_length': 13.0, 'completions/max_length': 20.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 17.8125, 'completions/min_terminated_length': 13.0, 'completions/max_terminated_length': 20.0, 'rewards/capnav_reward/mean': 0.6458333730697632, 'rewards/capnav_reward/std': 0.37453675270080566, 'reward': 0.6458333730697632, 'reward_std': 0.37453675270080566, 'frac_reward_zero_std': 0.5, 'entropy': 0.0361119769513607, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 9.731343739898875, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 3.164556962025317e-06, 'num_tokens': 188016.0, 'completions/mean_length': 31.625, 'completions/min_length': 16.0, 'completions/max_length': 48.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 31.625, 'completions/min_terminated_length': 16.0, 'completions/max_terminated_length': 48.0, 'rewards/capnav_reward/mean': 0.8333333730697632, 'rewards/capnav_reward/std': 0.17213258147239685, 'reward': 0.8333333730697632, 'reward_std': 0.17213258147239685, 'frac_reward_zero_std': 1.0, 'entropy': 0.02402242086827755, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.661565921036527, 'epoch': 0.0}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 3.2911392405063294e-06, 'num_tokens': 196290.0, 'completions/mean_length': 57.125, 'completions/min_length': 29.0, 'completions/max_length': 99.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 57.125, 'completions/min_terminated_length': 29.0, 'completions/max_terminated_length': 99.0, 'rewards/capnav_reward/mean': 0.5, 'rewards/capnav_reward/std': 0.17213259637355804, 'reward': 0.5, 'reward_std': 0.17213259637355804, 'frac_reward_zero_std': 1.0, 'entropy': 0.01885058032348752, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.94986129249446, 'epoch': 0.01}
{'loss': 0.5634, 'grad_norm': 1.0018144781618392, 'learning_rate': 3.417721518987342e-06, 'num_tokens': 204042.0, 'completions/mean_length': 38.0, 'completions/min_length': 16.0, 'completions/max_length': 185.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 38.0, 'completions/min_terminated_length': 16.0, 'completions/max_terminated_length': 185.0, 'rewards/capnav_reward/mean': 0.8541666865348816, 'rewards/capnav_reward/std': 0.32131099700927734, 'reward': 0.8541666865348816, 'reward_std': 0.32131096720695496, 'frac_reward_zero_std': 0.0, 'entropy': 0.1043183202855289, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 23.995428210124373, 'epoch': 0.01}
{'loss': -0.1472, 'grad_norm': 0.3664492654418647, 'learning_rate': 3.544303797468355e-06, 'num_tokens': 212554.0, 'completions/mean_length': 45.0, 'completions/min_length': 17.0, 'completions/max_length': 80.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 45.0, 'completions/min_terminated_length': 17.0, 'completions/max_terminated_length': 80.0, 'rewards/capnav_reward/mean': 0.3333333432674408, 'rewards/capnav_reward/std': 0.322030633687973, 'reward': 0.3333333432674408, 'reward_std': 0.32203057408332825, 'frac_reward_zero_std': 0.0, 'entropy': 0.03902437398210168, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.099327095784247, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 3.6708860759493675e-06, 'num_tokens': 219201.0, 'completions/mean_length': 21.9375, 'completions/min_length': 19.0, 'completions/max_length': 34.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 21.9375, 'completions/min_terminated_length': 19.0, 'completions/max_terminated_length': 34.0, 'rewards/capnav_reward/mean': 1.0, 'rewards/capnav_reward/std': 0.0, 'reward': 1.0, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.05653374549001455, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.956713302293792, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 3.7974683544303802e-06, 'num_tokens': 225289.0, 'completions/mean_length': 18.0, 'completions/min_length': 16.0, 'completions/max_length': 20.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 18.0, 'completions/min_terminated_length': 16.0, 'completions/max_terminated_length': 20.0, 'rewards/capnav_reward/mean': 1.0, 'rewards/capnav_reward/std': 0.0, 'reward': 1.0, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.020755005069077015, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 9.633714082185179, 'epoch': 0.01}
{'loss': -0.0262, 'grad_norm': 1.0796854703784853, 'learning_rate': 3.924050632911393e-06, 'num_tokens': 231980.0, 'completions/mean_length': 23.1875, 'completions/min_length': 15.0, 'completions/max_length': 30.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 23.1875, 'completions/min_terminated_length': 15.0, 'completions/max_terminated_length': 30.0, 'rewards/capnav_reward/mean': 0.75, 'rewards/capnav_reward/std': 0.22771000862121582, 'reward': 0.75, 'reward_std': 0.22771002352237701, 'frac_reward_zero_std': 0.5, 'entropy': 0.04254710767418146, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.558636147296056, 'epoch': 0.01}
